GROCERYCUSTOMERGUID,FRENCHSTATE,POINT_IN_TIME
71479052-3935-4d62-a16e-c645c54c773b,Île-de-France,2022-06-01T00:01:00Z
309c1f39-13a3-4842-9984-b19ec0a3ba55,Nord-Pas-de-Calais,2022-10-01T00:01:00Z
0416c255-d998-4de3-9eed-11bfe722f631,Île-de-France,2022-08-01T00:01:00Z
7aaaeceb-87fb-4fbc-a421-8cc750121999,Corse,2022-04-01T00:01:00Z
76701668-5e1e-4c56-ab15-0f7f0505eca2,Guyane,2022-06-01T00:01:00Z
de883489-e1aa-4496-a2e5-e18408d694db,Île-de-France,2022-03-01T00:01:00Z
6f3b7c84-95f0-45b3-afce-e6629ed05943,Île-de-France,2022-11-01T00:01:00Z
66376348-fcdd-4a91-b987-828fa836a636,Nord-Pas-de-Calais,2022-05-01T00:01:00Z
be4410d3-4916-4f3a-ba26-d4f8e6b42be3,Île-de-France,2022-12-01T00:01:00Z
7f50b5e7-e8c7-4abd-a877-2d916848dea2,Aquitaine,2022-10-01T00:01:00Z
b1e7425f-5a32-4eb5-870b-0c8e45473f4e,Pays de la Loire,2022-02-01T00:01:00Z
83ea672f-591c-4665-8444-e210a28f48d5,Rhône-Alpes,2022-07-01T00:01:00Z
27e87506-6bc6-403b-98e4-853dbe9138fe,Guadeloupe,2022-04-01T00:01:00Z
b77656ee-4159-441e-81bb-a31c77336104,Haute-Normandie,2022-06-01T00:01:00Z
db46bef9-2eef-4f40-bfab-9873e3d1fbbd,Alsace,2022-03-01T00:01:00Z
0f7d8923-0bde-47c3-909e-5b9eaf572970,Provence-Alpes-Côte d'Azur,2022-06-01T00:01:00Z
5f6bd344-3f49-4f06-9cd8-818851ac1bb6,Provence-Alpes-Côte d'Azur,2022-12-01T00:01:00Z
2e245bd1-b622-46e1-b9ff-5bd628add4a2,Île-de-France,2022-08-01T00:01:00Z
50337bb8-1cc8-4670-9171-0a61b5895b26,Languedoc-Roussillon,2022-08-01T00:01:00Z
d88ba66e-2ba3-440e-90db-c6364eee4971,Midi-Pyrénées,2022-11-01T00:01:00Z
61842263-3c03-44fc-9fcd-c3ba06da246d,Île-de-France,2022-05-01T00:01:00Z
5435e9d3-eb81-4151-94e7-15f9b9655662,Île-de-France,2022-07-01T00:01:00Z
c545879c-a72a-4822-88bb-656f8ac55eb5,Nord-Pas-de-Calais,2022-10-01T00:01:00Z
3f2a7152-ce54-42cd-9582-2b05c3c23e54,Auvergne,2022-05-01T00:01:00Z
6e13351b-7fb4-46c1-a949-57705a7ada87,Nord-Pas-de-Calais,2022-05-01T00:01:00Z
120a7dda-6cb6-4f25-8473-08aa5984737d,Guadeloupe,2022-02-01T00:01:00Z
6381e261-4f91-4b94-9281-87dce9e8bedc,Pays de la Loire,2022-08-01T00:01:00Z
6cbd608c-b0a2-4c33-acd5-f04c3dac96d3,Île-de-France,2022-07-01T00:01:00Z
5f6bd344-3f49-4f06-9cd8-818851ac1bb6,Provence-Alpes-Côte d'Azur,2022-11-01T00:01:00Z
1467ca5a-82e4-4b3e-b991-64ae7b8ea51a,Provence-Alpes-Côte d'Azur,2022-06-01T00:01:00Z
e553ff8b-48e9-4f4b-a86d-d7d1f5b4a752,Nord-Pas-de-Calais,2022-09-01T00:01:00Z
4e446716-8ced-4374-b40d-ca7d372943e7,Nord-Pas-de-Calais,2022-04-01T00:01:00Z
677b5269-16e4-4787-a967-9169dc4e2f2c,Nord-Pas-de-Calais,2022-08-01T00:01:00Z
6a24aaf2-65e4-48a5-8027-1088bf53102a,Alsace,2022-07-01T00:01:00Z
98af3ee5-486b-4e0d-83dc-938c3bb993eb,Provence-Alpes-Côte d'Azur,2022-03-01T00:01:00Z
3c71b166-ab83-434a-a968-538ef7857cd1,Martinique,2022-08-01T00:01:00Z
dc048a3b-1790-4121-8620-7153babcb803,Midi-Pyrénées,2022-02-01T00:01:00Z
2e35f283-c1ab-4d8d-8eb4-1884dfeb1581,Midi-Pyrénées,2022-06-01T00:01:00Z
c0eecda2-fe8e-40dc-887f-e309cc049f62,Nord-Pas-de-Calais,2022-10-01T00:01:00Z
1506fde7-da87-4174-b04e-ce27e875c42f,Midi-Pyrénées,2022-09-01T00:01:00Z
f8297494-b55b-4eac-8fae-8b8677e9219b,Bretagne,2022-02-01T00:01:00Z
5eac5f9b-e423-4e7d-a56a-a36132f4f582,Poitou-Charentes,2022-04-01T00:01:00Z
3682b233-129e-4de7-a003-48d8d46f1561,Île-de-France,2022-09-01T00:01:00Z
b0a55592-2b89-4b03-a963-d93a35f2e3a4,Nord-Pas-de-Calais,2022-12-01T00:01:00Z
9143ac81-dcba-43e8-8de1-158aee318027,Pays de la Loire,2022-10-01T00:01:00Z
cb0aa1d4-d47f-4da8-97e5-9f574c99da88,Île-de-France,2022-07-01T00:01:00Z
b70d6248-53c7-4d43-9b14-e073dee3336e,Île-de-France,2022-12-01T00:01:00Z
bb99ddf8-7bba-41a8-9456-4011390395dd,Île-de-France,2022-06-01T00:01:00Z
5435e9d3-eb81-4151-94e7-15f9b9655662,Île-de-France,2022-10-01T00:01:00Z
714d6147-2835-46ef-be94-3c770d240b6a,Rhône-Alpes,2022-12-01T00:01:00Z
400b3b78-d815-4f44-9811-078155b07971,Île-de-France,2022-09-01T00:01:00Z
01b78920-d29b-427a-8e5d-397f02b92297,Île-de-France,2022-05-01T00:01:00Z
57afb20d-513c-4dac-be9d-5572afd495c1,Champagne-Ardenne,2022-11-01T00:01:00Z
e0df64b7-9104-439d-956e-dc5dc0a66f8f,Pays de la Loire,2022-06-01T00:01:00Z
a322283a-8719-4170-a578-96e33673f5e6,Alsace,2022-09-01T00:01:00Z
05cbdd1f-5879-4779-9cfe-39dfcdb5c965,Lorraine,2022-03-01T00:01:00Z
542e2055-5041-4438-9626-1d2d536490a6,Île-de-France,2022-04-01T00:01:00Z
7f8cbcaa-4a8c-4e65-9cae-d6dcf39c6ad8,Île-de-France,2022-08-01T00:01:00Z
60fee013-d8e5-4e7d-9a31-f05b0fe1b78b,Champagne-Ardenne,2022-07-01T00:01:00Z
8c7d0749-7ea3-4968-87df-326c05d1808f,Provence-Alpes-Côte d'Azur,2022-07-01T00:01:00Z
4ecba979-5242-4f73-859f-5334038fb043,Nord-Pas-de-Calais,2022-05-01T00:01:00Z
61a0e96e-1655-4eeb-bcad-8c668f0a84d2,Provence-Alpes-Côte d'Azur,2022-03-01T00:01:00Z
21a5cdc4-9fe8-4eb7-83b3-97a5b89c2cd7,Martinique,2022-02-01T00:01:00Z
9359cfae-45dd-47e4-8bd9-617b490dbe1c,Île-de-France,2022-03-01T00:01:00Z
d836b370-9b8c-4cf5-8612-32e39224a9d3,Auvergne,2022-06-01T00:01:00Z
0f917a25-d945-48aa-be4b-d58341c68d7f,Auvergne,2022-10-01T00:01:00Z
16e90bad-7b09-4a13-ba31-b86b970dda87,Aquitaine,2022-11-01T00:01:00Z
9034b3c5-fa0d-4d27-9d7d-04dc8a27ae25,Rhône-Alpes,2022-07-01T00:01:00Z
90ed29f5-ce83-4655-94f1-3aadde77fa1a,Île-de-France,2022-12-01T00:01:00Z
0e77f6dc-180f-48d3-ad88-9cf6aad5e865,Haute-Normandie,2022-11-01T00:01:00Z
18f0428b-09a1-4490-95a9-8ac6fc478db8,Nord-Pas-de-Calais,2022-07-01T00:01:00Z
0643ebe1-fd80-4fc7-b9a0-f7e5eb0d1fb8,Champagne-Ardenne,2022-11-01T00:01:00Z
5584b3fe-bfbd-40cf-a758-f87a27b23b2a,Île-de-France,2022-12-01T00:01:00Z
d4adb450-76fc-435a-b99c-99760aad6c88,Île-de-France,2022-10-01T00:01:00Z
51a4b69b-4b24-404c-acbb-db0db4a14f9c,Limousin,2022-02-01T00:01:00Z
c2c16e89-199a-4a60-b962-b6ca3c3f00d1,Rhône-Alpes,2022-07-01T00:01:00Z
ca687a6e-27cc-42c4-a2c8-88bb3612ba71,Languedoc-Roussillon,2022-11-01T00:01:00Z
635b270b-158d-4481-b4cc-3cb7c151e5bb,Île-de-France,2022-10-01T00:01:00Z
f97e96d8-26f2-4602-8707-9a7b615947c3,Lorraine,2022-02-01T00:01:00Z
d325052c-1395-4994-87ec-c8f8bc70a6c2,Basse-Normandie,2022-11-01T00:01:00Z
39a80eb2-c115-40d6-86e3-c41643a9e169,Alsace,2022-02-01T00:01:00Z
33ab6603-cb4d-45c4-a3f8-a619d96f9e03,Rhône-Alpes,2022-04-01T00:01:00Z
bdc56f42-d2f2-4fd4-ad82-d48d7a0a39ee,Provence-Alpes-Côte d'Azur,2022-08-01T00:01:00Z
542727a4-d992-4279-a253-19251823f6da,Île-de-France,2022-11-01T00:01:00Z
11517fe8-f427-4ae9-af43-fb1f10fb5930,Provence-Alpes-Côte d'Azur,2022-04-01T00:01:00Z
86c216cc-9be0-4e48-81b9-8d11195376fa,Champagne-Ardenne,2022-09-01T00:01:00Z
819ad87d-f5e0-4972-b1e4-2fdc966cd37e,Île-de-France,2022-05-01T00:01:00Z
df87db05-3ddf-4b3c-92d1-335349d6cffa,Poitou-Charentes,2022-04-01T00:01:00Z
9cf4c3d4-ea16-4e5b-9ba8-aa944cca71ae,Île-de-France,2022-08-01T00:01:00Z
274c4b00-3df7-4a59-8c1b-f650b23099e1,Île-de-France,2022-06-01T00:01:00Z
3c1264ee-8f3a-485f-aaee-5d3ae1e9f3a3,Île-de-France,2022-03-01T00:01:00Z
e0df64b7-9104-439d-956e-dc5dc0a66f8f,Pays de la Loire,2022-09-01T00:01:00Z
8cc5ab70-aa0d-4394-a59e-ef0e3f75a594,Île-de-France,2022-07-01T00:01:00Z
0d66dd5c-833e-40cf-aaca-6e36e8333015,Languedoc-Roussillon,2022-12-01T00:01:00Z
f3abd270-b850-41dd-9381-3667bb6ff38e,Aquitaine,2022-09-01T00:01:00Z
ad4ce4cc-8318-4b87-a319-0bb4c552b6e9,Haute-Normandie,2022-05-01T00:01:00Z
8cc5ab70-aa0d-4394-a59e-ef0e3f75a594,Île-de-France,2022-08-01T00:01:00Z
4232342c-8e83-4794-aa05-edb987be4bc9,Guyane,2022-12-01T00:01:00Z
584577d8-4907-453d-b9fd-45246d867f98,Île-de-France,2022-02-01T00:01:00Z
6252c21a-e8f6-490a-a369-243989f3bb1c,Provence-Alpes-Côte d'Azur,2022-12-01T00:01:00Z
c5820998-e779-4d62-ab8b-79ef0dfd841b,Languedoc-Roussillon,2022-04-01T00:01:00Z
7dd3b0af-a83b-4a7c-b9ec-189221b12481,Provence-Alpes-Côte d'Azur,2022-02-01T00:01:00Z
7c52bb11-4029-44f9-98a7-64b3b08f846b,Poitou-Charentes,2022-07-01T00:01:00Z
61842263-3c03-44fc-9fcd-c3ba06da246d,Île-de-France,2022-07-01T00:01:00Z
62071deb-87fb-4352-8a08-ffa94634efcc,Rhône-Alpes,2022-10-01T00:01:00Z
609e9bb1-f592-4a94-b788-ef295480d079,Bourgogne,2022-05-01T00:01:00Z
69c44f5e-dd1d-4ed1-aee4-c01c85f638de,Nord-Pas-de-Calais,2022-05-01T00:01:00Z
8b4be8ff-9ed6-40cb-b8de-25a301e1567f,Île-de-France,2022-12-01T00:01:00Z
ae69c8c8-fefb-4628-85a8-8f3c46795a27,Mayotte,2022-04-01T00:01:00Z
8cc5ab70-aa0d-4394-a59e-ef0e3f75a594,Île-de-France,2022-04-01T00:01:00Z
39a5fb7b-223a-488a-9702-c53bcbc8023c,Provence-Alpes-Côte d'Azur,2022-04-01T00:01:00Z
84d7f633-1e30-40f1-91dc-a3d1f406b191,Provence-Alpes-Côte d'Azur,2022-06-01T00:01:00Z
ce7d2cc4-0b25-4a6e-9421-d3552f5588bc,Île-de-France,2022-08-01T00:01:00Z
61c928df-53b0-45ae-8c3c-ae3b78334f08,Nord-Pas-de-Calais,2022-07-01T00:01:00Z
ae69c8c8-fefb-4628-85a8-8f3c46795a27,Mayotte,2022-11-01T00:01:00Z
0d66dd5c-833e-40cf-aaca-6e36e8333015,Languedoc-Roussillon,2022-03-01T00:01:00Z
24731ad7-4971-4507-bd4d-c08b360f4245,Île-de-France,2022-02-01T00:01:00Z
85ccc66f-7cc9-4375-82bc-bfbaecd1f8e7,Rhône-Alpes,2022-12-01T00:01:00Z
fcf3246e-c202-4612-9506-398ef7cbcc57,Provence-Alpes-Côte d'Azur,2022-12-01T00:01:00Z
e1dd36a6-ad56-4c83-9737-beb2ee8437e6,Île-de-France,2022-05-01T00:01:00Z
075a5882-1547-4672-ac1e-537147b19b0a,Lorraine,2022-06-01T00:01:00Z
904554e0-ae97-4264-8048-487f7c42563d,Île-de-France,2022-07-01T00:01:00Z
3e9012cd-d1ff-46ed-a0b7-8098fb65fc92,Bretagne,2022-03-01T00:01:00Z
29adc106-e1af-4742-b8f5-72674d86ae60,Centre,2022-02-01T00:01:00Z
df5a3c5a-244f-4fb9-a6d0-e31141f57a90,Nord-Pas-de-Calais,2022-12-01T00:01:00Z
b17f1396-1e56-4543-9fec-9ec331b86499,Languedoc-Roussillon,2022-12-01T00:01:00Z
f5fb67e9-8df6-4214-bec2-40f93c720762,Île-de-France,2022-06-01T00:01:00Z
76ce2ef8-d74c-4268-841c-95dc7a417593,Île-de-France,2022-05-01T00:01:00Z
b0bd28eb-155a-43c3-ac5a-b7a8d763b5d6,Nord-Pas-de-Calais,2022-07-01T00:01:00Z
b5c054ac-84cf-44c6-832a-5df7037d3713,Provence-Alpes-Côte d'Azur,2022-09-01T00:01:00Z
709d929c-b8a4-4fcd-b1a2-76f46397b2a8,Bretagne,2022-09-01T00:01:00Z
555457e6-3a90-4819-b3a7-c23913d617dc,Île-de-France,2022-09-01T00:01:00Z
8580b020-8e52-40b2-898f-c811fe14d68b,Guadeloupe,2022-04-01T00:01:00Z
8c42bdc3-c2ae-4384-a4c3-21814d0e4dbc,Rhône-Alpes,2022-08-01T00:01:00Z
b1f25cd5-91b1-4911-8ac1-71fbbb778a02,Île-de-France,2022-07-01T00:01:00Z
c8ef8cfa-462d-4757-aeda-b2cd11cf72c9,Rhône-Alpes,2022-09-01T00:01:00Z
763155fb-2de4-4bc5-8d84-33ed73d5753d,Aquitaine,2022-06-01T00:01:00Z
2c72fddb-4b92-4880-9609-d189d1909850,Alsace,2022-04-01T00:01:00Z
3aadcb02-d9b2-4cd2-9dfb-b9f5e34d97b3,Alsace,2022-12-01T00:01:00Z
5b7a87c5-f3e2-4710-88de-b9bed83f2be3,Île-de-France,2022-02-01T00:01:00Z
8a20aaf1-287d-4b1f-be07-7096a157b0bd,Lorraine,2022-09-01T00:01:00Z
30e3fbe4-3cbe-4d51-b6ca-1f990ef9773d,Alsace,2022-11-01T00:01:00Z
42b3739e-61e5-41e6-a66c-1841f96f71f9,Picardie,2022-11-01T00:01:00Z
4c505dcd-f0fa-4c50-9141-d868fbfed66f,Provence-Alpes-Côte d'Azur,2022-04-01T00:01:00Z
21a5cdc4-9fe8-4eb7-83b3-97a5b89c2cd7,Martinique,2022-12-01T00:01:00Z
e553ff8b-48e9-4f4b-a86d-d7d1f5b4a752,Nord-Pas-de-Calais,2022-05-01T00:01:00Z
eb05520a-786d-4069-a9cc-9083589b8b3a,Aquitaine,2022-06-01T00:01:00Z
c6d5809b-d835-4b4d-b442-f753be68fa85,Île-de-France,2022-03-01T00:01:00Z
6252c21a-e8f6-490a-a369-243989f3bb1c,Provence-Alpes-Côte d'Azur,2022-08-01T00:01:00Z
3ce1279c-0986-4c1f-9082-b0f605cd7a5a,Martinique,2022-07-01T00:01:00Z
4b7a0bb0-c405-41d7-9fa5-bae55c5af17c,Picardie,2022-07-01T00:01:00Z
afdf46d6-a5b1-4058-8621-96136836b4f8,Guadeloupe,2022-12-01T00:01:00Z
e2d71701-2441-4f9b-9c41-7e6d37a806fc,Île-de-France,2022-10-01T00:01:00Z
6f773590-9e6f-4e3a-92e7-84f8f4bb119d,Nord-Pas-de-Calais,2022-03-01T00:01:00Z
6156ad0f-ad75-4c83-9b41-feab98def7c4,Aquitaine,2022-03-01T00:01:00Z
21a5cdc4-9fe8-4eb7-83b3-97a5b89c2cd7,Martinique,2022-09-01T00:01:00Z
0e77f6dc-180f-48d3-ad88-9cf6aad5e865,Haute-Normandie,2022-07-01T00:01:00Z
c093c227-9455-4a94-a517-ab4857b6458e,Île-de-France,2022-09-01T00:01:00Z
dc048a3b-1790-4121-8620-7153babcb803,Midi-Pyrénées,2022-12-01T00:01:00Z
5b7d16e8-cc93-433e-9795-97fa6dd559e4,Bretagne,2022-03-01T00:01:00Z
763155fb-2de4-4bc5-8d84-33ed73d5753d,Aquitaine,2022-11-01T00:01:00Z
6519c5b9-cd01-4283-ab02-f2ce11b6b7d6,Île-de-France,2022-09-01T00:01:00Z
ca793bca-81f4-48ec-9055-f24057dfcf2f,Centre,2022-08-01T00:01:00Z
b1f25cd5-91b1-4911-8ac1-71fbbb778a02,Île-de-France,2022-12-01T00:01:00Z
39b15fb8-5cfc-4423-bb64-379189c60df9,Île-de-France,2022-03-01T00:01:00Z
a030ecbe-10dc-446f-ab63-2e0984230f6e,Île-de-France,2022-06-01T00:01:00Z
306f4ba8-63a7-4995-8c47-adaea26e3e65,Aquitaine,2022-04-01T00:01:00Z
9c6a7b8f-4afd-4f26-952c-38c82eed1656,Lorraine,2022-04-01T00:01:00Z
8b4be8ff-9ed6-40cb-b8de-25a301e1567f,Île-de-France,2022-07-01T00:01:00Z
9571e10a-26ac-429b-a603-7ee74323ea20,Languedoc-Roussillon,2022-11-01T00:01:00Z
a7ccdaee-bf3b-441d-a335-cfa83fcd1415,Lorraine,2022-06-01T00:01:00Z
075a5882-1547-4672-ac1e-537147b19b0a,Lorraine,2022-11-01T00:01:00Z
ea950959-1af5-4717-96f5-a77fed89e523,Champagne-Ardenne,2022-03-01T00:01:00Z
40b73826-d3bb-428d-8b54-f90d4c554167,Île-de-France,2022-12-01T00:01:00Z
6a7b3c28-3591-4d6d-8c8c-19a84be5096b,Provence-Alpes-Côte d'Azur,2022-03-01T00:01:00Z
dc048a3b-1790-4121-8620-7153babcb803,Midi-Pyrénées,2022-11-01T00:01:00Z
a82c6d71-d595-4826-b130-6ab299297d47,Nord-Pas-de-Calais,2022-12-01T00:01:00Z
34a9310d-12b3-4902-9679-aa3dddea6d88,Île-de-France,2022-08-01T00:01:00Z
aed6ab8d-058c-43a7-b733-d60fb0484a30,Picardie,2022-12-01T00:01:00Z
973c12e0-9b62-4549-aab3-94a69b415881,Lorraine,2022-04-01T00:01:00Z
501d2f57-5e4f-4fe2-9814-118986eabc6a,Provence-Alpes-Côte d'Azur,2022-11-01T00:01:00Z
84e2d36c-08c1-40a5-9fac-d94eac9c2156,Bourgogne,2022-03-01T00:01:00Z
189bb539-bc13-4e26-970d-e520239a154b,Picardie,2022-07-01T00:01:00Z
0f917a25-d945-48aa-be4b-d58341c68d7f,Auvergne,2022-04-01T00:01:00Z
7ac933ed-db9f-4169-a52d-0b86fab44379,Bretagne,2022-07-01T00:01:00Z
df7f81b2-a83d-4452-8ef7-05978eb0b601,Rhône-Alpes,2022-03-01T00:01:00Z
7f9190fe-47ef-4019-bb86-5ce901a85f60,Franche-Comté,2022-05-01T00:01:00Z
03732ad7-f757-40dd-a834-9a6654544009,Limousin,2022-12-01T00:01:00Z
a0fdbd6b-d513-4aba-9d3f-1ffe93428466,Languedoc-Roussillon,2022-06-01T00:01:00Z
6a00da48-cf74-4045-aa71-fa0ba72a2944,Provence-Alpes-Côte d'Azur,2022-07-01T00:01:00Z
a5459acb-7634-4a7c-ae1b-c8b058fd75c9,Île-de-France,2022-03-01T00:01:00Z
d416ef1a-640e-449a-b5d0-0c13443e3fe1,Rhône-Alpes,2022-02-01T00:01:00Z
f63cfe6e-e1e9-4e15-8988-8035c51410c5,Île-de-France,2022-08-01T00:01:00Z
1098cc74-049e-41b9-bbdc-248477eb2ebe,Nord-Pas-de-Calais,2022-08-01T00:01:00Z
49814270-3ea6-4c09-8c73-20a78cad0b20,Alsace,2022-11-01T00:01:00Z
035e7e52-7fc8-412f-b8c3-7a8e4c8e8722,Île-de-France,2022-09-01T00:01:00Z
5f61b8b9-b3e7-44cb-9f93-d480687c7600,Midi-Pyrénées,2022-07-01T00:01:00Z
e9462b47-13b2-4a96-8ba8-e6b6548e2bd9,Alsace,2022-03-01T00:01:00Z
6d6bf4a0-b394-4333-89dc-3fc94b477953,Nord-Pas-de-Calais,2022-04-01T00:01:00Z
6e13351b-7fb4-46c1-a949-57705a7ada87,Nord-Pas-de-Calais,2022-03-01T00:01:00Z
a322283a-8719-4170-a578-96e33673f5e6,Alsace,2022-11-01T00:01:00Z
5e453873-c7ae-4585-b886-5d651474dd99,Provence-Alpes-Côte d'Azur,2022-03-01T00:01:00Z
ec729e6c-3303-485b-b277-7f09d4cee80c,Guadeloupe,2022-06-01T00:01:00Z
9680fc02-316d-4ff2-8ac2-8b68c353c243,Provence-Alpes-Côte d'Azur,2022-02-01T00:01:00Z
71479052-3935-4d62-a16e-c645c54c773b,Île-de-France,2022-11-01T00:01:00Z
274c4b00-3df7-4a59-8c1b-f650b23099e1,Île-de-France,2022-02-01T00:01:00Z
2e35f283-c1ab-4d8d-8eb4-1884dfeb1581,Midi-Pyrénées,2022-05-01T00:01:00Z
f98e9293-22ed-408f-b06b-c0e6e53a3463,Auvergne,2022-09-01T00:01:00Z
f7cfae64-c2cc-4336-8f31-58bc49b67911,Lorraine,2022-02-01T00:01:00Z
26fae77c-c7ee-486b-9170-5f5a8289b0e5,Provence-Alpes-Côte d'Azur,2022-08-01T00:01:00Z
285d4451-0d44-4ad8-8e85-3983c884f53a,Île-de-France,2022-03-01T00:01:00Z
439825ee-ef84-42d1-b6cf-3aa7dba878c7,Limousin,2022-07-01T00:01:00Z
b644e310-d50f-4ebc-8261-d6835adc1897,Île-de-France,2022-04-01T00:01:00Z
eec9351c-7ffc-44ee-b330-f3652aa87f5a,Rhône-Alpes,2022-12-01T00:01:00Z
87362791-a0d7-42b2-8a8d-49d8ef11f30c,Champagne-Ardenne,2022-02-01T00:01:00Z
f92dc247-2968-403a-b2d0-95efdd2d93f0,Midi-Pyrénées,2022-06-01T00:01:00Z
0fbd8d01-05fb-49e1-afb0-5659b5149c1b,Nord-Pas-de-Calais,2022-09-01T00:01:00Z
c11c5d73-0b8f-423f-a5ef-d34e58f74668,Provence-Alpes-Côte d'Azur,2022-08-01T00:01:00Z
3e837bb9-83f3-41ec-94f5-95d3097af08a,Basse-Normandie,2022-12-01T00:01:00Z
6a24aaf2-65e4-48a5-8027-1088bf53102a,Alsace,2022-12-01T00:01:00Z
0d66dd5c-833e-40cf-aaca-6e36e8333015,Languedoc-Roussillon,2022-07-01T00:01:00Z
8bc686a6-eeb1-427a-b9c2-98abe30d4004,Rhône-Alpes,2022-04-01T00:01:00Z
23432505-87ce-487a-81c0-c449a298170f,Île-de-France,2022-04-01T00:01:00Z
780d6bf4-1384-499c-bb9d-4c45b9a08cea,Île-de-France,2022-05-01T00:01:00Z
fe40de3a-deab-4c0e-b72b-5dbcc0c1b040,Île-de-France,2022-04-01T00:01:00Z
a28aa309-4f33-41cf-bf04-6bd9f35cae28,Île-de-France,2022-08-01T00:01:00Z
9cf4c3d4-ea16-4e5b-9ba8-aa944cca71ae,Île-de-France,2022-05-01T00:01:00Z
7b87cf70-093c-409a-8a08-7a3d0b53de1c,Provence-Alpes-Côte d'Azur,2022-04-01T00:01:00Z
dc41ad37-d9c6-4f41-8a44-492d9bf9fd18,Provence-Alpes-Côte d'Azur,2022-12-01T00:01:00Z
86ae19db-0363-4c74-8440-3ee6d6878796,Rhône-Alpes,2022-10-01T00:01:00Z
07c50c96-a9c9-480d-a2ee-f9afc86c052a,Île-de-France,2022-02-01T00:01:00Z
cbe27883-c7ce-4a7f-ac1c-96dc6bb8df49,Provence-Alpes-Côte d'Azur,2022-10-01T00:01:00Z
734d11b3-facd-4609-9610-6c71298d222c,Île-de-France,2022-07-01T00:01:00Z
284fbd38-6d07-487b-b1ea-0e4a4cfc925c,Champagne-Ardenne,2022-02-01T00:01:00Z
c5820998-e779-4d62-ab8b-79ef0dfd841b,Languedoc-Roussillon,2022-10-01T00:01:00Z
d2baa36c-403f-49a2-af95-6bd327011044,Île-de-France,2022-05-01T00:01:00Z
fb1806c2-642a-45b1-a1b7-3a8389ba43be,Île-de-France,2022-09-01T00:01:00Z
91ad8fd1-e3b2-4d8e-8fe0-48ba233e4e44,Île-de-France,2022-06-01T00:01:00Z
7efbc69f-97a2-49c4-87be-fd7aa518a50e,Languedoc-Roussillon,2022-12-01T00:01:00Z
ca9f5ead-6c41-49c5-842d-3feff92e3ec3,Île-de-France,2022-10-01T00:01:00Z
714d6147-2835-46ef-be94-3c770d240b6a,Rhône-Alpes,2022-11-01T00:01:00Z
b0324f72-a414-4219-9e33-6de4e5cedeb9,Guyane,2022-05-01T00:01:00Z
e10e65e7-c492-43f2-baae-a1b844669afc,Île-de-France,2022-03-01T00:01:00Z
eb05520a-786d-4069-a9cc-9083589b8b3a,Aquitaine,2022-12-01T00:01:00Z
2ff05d51-9899-401c-a4ff-26bcaf2002b3,Bretagne,2022-07-01T00:01:00Z
3558a909-aafc-4e31-96d9-186911dc526c,Midi-Pyrénées,2022-12-01T00:01:00Z
b816cf3a-ac96-4545-a4e1-55eb6dc5f4ff,Haute-Normandie,2022-02-01T00:01:00Z
71479052-3935-4d62-a16e-c645c54c773b,Île-de-France,2022-08-01T00:01:00Z
9a2e3a16-5f72-400d-8e7c-58f41eaea7af,Nord-Pas-de-Calais,2022-05-01T00:01:00Z
31c25643-ff96-4612-9a8a-9665baadc7a3,Rhône-Alpes,2022-11-01T00:01:00Z
a4dfda40-192b-44a8-98c4-1e6a53062b2b,Île-de-France,2022-04-01T00:01:00Z
c9fddd8a-5b7f-4998-94b2-f6d4560d3194,Île-de-France,2022-03-01T00:01:00Z
31c25643-ff96-4612-9a8a-9665baadc7a3,Rhône-Alpes,2022-11-01T00:01:00Z
a3d5e6f1-6d25-45a5-b6e2-d73184595ea9,Île-de-France,2022-04-01T00:01:00Z
0804303b-ac82-403e-b1e2-7859d7c3fb03,Aquitaine,2022-11-01T00:01:00Z
ea950959-1af5-4717-96f5-a77fed89e523,Champagne-Ardenne,2022-02-01T00:01:00Z
a4ddd831-1904-4127-8353-e047876ec4e6,Rhône-Alpes,2022-02-01T00:01:00Z
c11c5d73-0b8f-423f-a5ef-d34e58f74668,Provence-Alpes-Côte d'Azur,2022-06-01T00:01:00Z
db6d17ac-42f1-47e2-8bf4-b0ce45b59591,Bourgogne,2022-04-01T00:01:00Z
13e454b5-fad8-48fc-beb8-edc4132cf354,Limousin,2022-02-01T00:01:00Z
b3b9a70e-4ec3-4fe2-b563-873899b357b1,Île-de-France,2022-11-01T00:01:00Z
501d2f57-5e4f-4fe2-9814-118986eabc6a,Provence-Alpes-Côte d'Azur,2022-11-01T00:01:00Z
49da12e0-9341-4a18-b480-d0278f641076,Aquitaine,2022-03-01T00:01:00Z
1dca1878-890a-4225-b697-770c9483240b,Rhône-Alpes,2022-11-01T00:01:00Z
be4410d3-4916-4f3a-ba26-d4f8e6b42be3,Île-de-France,2022-04-01T00:01:00Z
4d0ff51b-df41-4fa9-a48b-ea3463c45a0d,Île-de-France,2022-02-01T00:01:00Z
e0ac63e7-ee8a-4d0d-a340-941270ae082c,Languedoc-Roussillon,2022-11-01T00:01:00Z
ecb0a59a-124e-4ac2-8181-5f6f64b4b5cf,Midi-Pyrénées,2022-08-01T00:01:00Z
20261525-3f0e-4034-9b68-2a54b094fb57,Haute-Normandie,2022-08-01T00:01:00Z
a52efda1-e8a3-481a-b95e-72484fc839ea,Haute-Normandie,2022-03-01T00:01:00Z
542727a4-d992-4279-a253-19251823f6da,Île-de-France,2022-04-01T00:01:00Z
