BANKCUSTOMERID,STATECODE,POINT_IN_TIME
34b91175-e5ec-4489-815c-3a506615c229,NJ,2023-01-01 00:00:00
34bd748e-117a-48ec-8f15-24819f66cb49,UT,2023-01-01 00:00:00
34be1919-096e-494f-bffc-bab6237b6987,PA,2023-01-01 00:00:00
34c1c38f-51e1-4b15-b6f9-692f176630fc,CA,2023-01-01 00:00:00
34ce4cb3-5481-4c82-9da4-d8d7cdec1c20,AZ,2023-01-01 00:00:00
34cf2de6-c8bb-46c2-ac6a-f19abbb38c48,MI,2023-01-01 00:00:00
34d499fb-25b2-49f8-b021-f82df357c8a4,OH,2023-01-01 00:00:00
34d88d13-b3bb-440b-babf-bca3fcae034f,TX,2023-01-01 00:00:00
34df0047-f43d-45d9-8e83-6f0f84a62b0c,TX,2023-01-01 00:00:00
34e08af5-05e6-45ad-baf4-e38448023c9a,MD,2023-01-01 00:00:00
34e1e779-688d-4324-9da4-ec84bcaaca42,OH,2023-01-01 00:00:00
34e930d5-2a08-4794-909d-d572e63eddaa,WI,2023-01-01 00:00:00
35011047-9b2b-4a0d-8241-384fdb9ff4b7,KS,2023-01-01 00:00:00
350215b4-c74e-483e-9f11-25507e301e13,NC,2023-01-01 00:00:00
351f7063-deec-476a-8f10-e9fea5818cc1,CT,2023-01-01 00:00:00
35239e11-3a07-488a-bd34-c359fdf0726f,KY,2023-01-01 00:00:00
3525efe7-ba7d-4b1d-891f-40fc5c8d39a9,FL,2023-01-01 00:00:00
35285e89-6915-4d98-8d28-ad51cc0768af,WI,2023-01-01 00:00:00
352c5c0e-df5b-47ea-b3a5-1e926549d792,VA,2023-01-01 00:00:00
35332767-c7c8-42bd-b1b7-8e2a3545484e,PA,2023-01-01 00:00:00
35355c80-49db-4aa6-9888-31a454adb278,KY,2023-01-01 00:00:00
35363362-a48d-4962-83cb-31fd28477edf,AR,2023-01-01 00:00:00
353d9a46-3f64-4835-8597-0f3b917f0490,IN,2023-01-01 00:00:00
35466e23-d97a-4ae1-98ce-dcd2e277e806,AR,2023-01-01 00:00:00
35548761-eada-4eab-8534-b8dbef247b79,WA,2023-01-01 00:00:00
35561f8f-f036-4613-9e2b-8cde208cc67b,TX,2023-01-01 00:00:00
3558fa8d-04fa-4b4e-8411-3320ad33a9da,IL,2023-01-01 00:00:00
35591766-32f2-4102-a939-cae01c959346,NY,2023-01-01 00:00:00
3561c87e-b6fe-4f8e-ac41-d3af0e618c60,FL,2023-01-01 00:00:00
357491d4-588d-40a9-a13b-6736a5127561,TX,2023-01-01 00:00:00
3576a49e-8e79-4b72-be33-03a7f53b7969,MA,2023-01-01 00:00:00
358791c2-410f-46ba-96d0-f2b61122de43,TX,2023-01-01 00:00:00
358ee8a4-2ca0-4975-a3fd-6954eb9c97f2,CA,2023-01-01 00:00:00
35a4f699-c30e-4ef1-9745-833585d420b9,CO,2023-01-01 00:00:00
35ac2fe2-1b37-4689-9413-84237922fb2a,NC,2023-01-01 00:00:00
35b5b082-3b96-4b15-97ea-271bb9c977a9,TX,2023-01-01 00:00:00
35bcad57-733c-4926-a202-a56fd9bb8534,NM,2023-01-01 00:00:00
35c28243-1730-4f40-83e8-68e139cbeb27,CA,2023-01-01 00:00:00
35c45f76-841d-4f37-b4f9-caae35ff7fa9,NY,2023-01-01 00:00:00
35c75227-50c0-44b3-bed2-89f69be0352f,VA,2023-01-01 00:00:00
35cecc60-afc1-4e6d-969d-59970111e843,TX,2023-01-01 00:00:00
35d22467-78ad-45ce-be2d-c4e4fdef862a,NJ,2023-01-01 00:00:00
35d2bb92-8e61-4075-8229-f28afe3fabcd,PA,2023-01-01 00:00:00
35dedc4a-366c-4fc8-82a0-027a0a2d791c,TN,2023-01-01 00:00:00
35e7408a-f9f3-4218-ad46-fd53b3bcbd2d,CA,2023-01-01 00:00:00
35ecef0c-de53-4cfd-9a51-ab5345533d59,IL,2023-01-01 00:00:00
35ee989f-edb7-44a3-ab93-5a2f8d14d02a,MN,2023-01-01 00:00:00
35f5df46-91a9-4fa0-a483-edcbb0354be0,VA,2023-01-01 00:00:00
35fb22c6-c2b3-43c5-a46a-f6c1aeec9788,KY,2023-01-01 00:00:00
35fc3c38-8f2f-4d33-a64a-e5423d94b10a,CA,2023-01-01 00:00:00
360101dc-faa2-4c8e-849f-a4a21b90cdd2,TX,2023-01-01 00:00:00
3612fc5a-bf90-42ae-9a07-80803dce1139,PA,2023-01-01 00:00:00
3614c5ba-63dc-4d68-96ce-51c953b349b3,SC,2023-01-01 00:00:00
3616b94e-0053-4d9a-acea-c3168fccb05e,WI,2023-01-01 00:00:00
361bfdf7-1663-4e98-a1a1-a1ff4c19d781,NY,2023-01-01 00:00:00
361f8c88-80c0-4538-b448-16914b0b87d6,NY,2023-01-01 00:00:00
3628c69e-705d-4f55-bc66-f4b198e91589,IA,2023-01-01 00:00:00
36297b4f-a412-4427-9d6c-b75d92ab04fd,MN,2023-01-01 00:00:00
36308517-d192-45c5-be20-9eb909878cbc,OH,2023-01-01 00:00:00
3639848a-79ae-484c-8dd9-ed2bb5edc555,UT,2023-01-01 00:00:00
363f33f7-c668-4d82-b1b8-046e6b82896f,IL,2023-01-01 00:00:00
3643febe-0cc9-4595-b1aa-ffcf3fad9857,OR,2023-01-01 00:00:00
3648eed1-496a-4923-b175-3dc887eaccd8,AL,2023-01-01 00:00:00
36499c77-6c03-4e7f-8846-eb874e4ec88f,CA,2023-01-01 00:00:00
364bb8d0-1119-454d-9edc-eca69cfb73b4,TX,2023-01-01 00:00:00
364c3454-d2c1-4bd8-aaf7-5c624a26bde9,NH,2023-01-01 00:00:00
364dcc11-5e71-4a31-8df5-b77a730369ec,RI,2023-01-01 00:00:00
365349ff-b817-4818-85c2-a9b4d2923c4a,NJ,2023-01-01 00:00:00
36556c9d-4b58-4a71-ae9a-34d4d7dde291,NY,2023-01-01 00:00:00
365571c8-dc45-467d-a07b-f36f291b9f2f,IL,2023-01-01 00:00:00
36572767-7dd8-472e-9d49-114591e55680,CO,2023-01-01 00:00:00
365f7097-e8a7-4cb6-9ae4-1709c43abbcf,VT,2023-01-01 00:00:00
365fa72b-f6d9-4449-b484-b89c5f75f4a2,TX,2023-01-01 00:00:00
3664a8c2-c5db-4204-85d9-8d32d84efb1e,FL,2023-01-01 00:00:00
366bc0da-bb3d-4faa-a394-0cc58474b08e,PA,2023-01-01 00:00:00
3671e003-d60f-4b60-836c-ce3c0f5518e4,CA,2023-01-01 00:00:00
367f4265-1129-48b9-818e-f247529ed5d5,DC,2023-01-01 00:00:00
3680dac2-a305-417e-9425-4b031dae003e,FL,2023-01-01 00:00:00
3680fdca-9839-4c75-9b11-42d72c887764,OH,2023-01-01 00:00:00
368ac95a-0dd4-4367-bcd4-c1de5913a88e,IN,2023-01-01 00:00:00
36964fb4-5bf1-4e3a-9090-4ce23fdf109d,CO,2023-01-01 00:00:00
369a7efd-8365-450b-9c36-d88043f5d2ce,OH,2023-01-01 00:00:00
369d9562-4dc6-46e5-a7c9-d905a0557be8,WI,2023-01-01 00:00:00
36acc797-1102-4873-a670-79e640246af1,IL,2023-01-01 00:00:00
36b9299e-9a20-47c3-9691-fbfe8df759bd,NJ,2023-01-01 00:00:00
36ce128f-a3fe-41b7-8631-fe09c778954c,GA,2023-01-01 00:00:00
36cfc43f-8868-43aa-a189-ceb70e5ea1be,IN,2023-01-01 00:00:00
36d5fd6a-8b82-4af7-842c-bd91a3e3a85e,CA,2023-01-01 00:00:00
36dfd639-b4c8-4e42-88d7-5bf3de3da859,VA,2023-01-01 00:00:00
36e71d82-bfdd-4577-a343-154036eaab96,NV,2023-01-01 00:00:00
36e72532-9a61-4300-877a-7403fa5d26c0,MA,2023-01-01 00:00:00
36f4510a-85b8-40fc-81db-93ffb2b7767a,WI,2023-01-01 00:00:00
36fe387f-4232-4ded-a533-fda2690b7601,AL,2023-01-01 00:00:00
37019a0e-e1ef-4680-95a8-427634fe44fa,NC,2023-01-01 00:00:00
3702b6d9-b69c-45cb-8691-2aca466bf403,TX,2023-01-01 00:00:00
371769da-beae-4678-b167-22a3d147b2e1,KS,2023-01-01 00:00:00
372514fb-14b9-49b4-b6ac-3988ec69d8c4,MI,2023-01-01 00:00:00
372a56fd-c42a-4e6d-ac9c-0e14d4f85e01,NY,2023-01-01 00:00:00
372c1b8f-93bb-4f07-bdb4-691e869826f4,KS,2023-01-01 00:00:00
372cc795-96cc-4214-9f49-9c518e5adc7a,VT,2023-01-01 00:00:00
372f5277-d87f-457f-8f3b-c7c7ebd850af,LA,2023-01-01 00:00:00
3730b681-badd-4903-973a-a171f2510a3b,AR,2023-01-01 00:00:00
37328edf-3454-4ca4-b3e7-b36eca297516,IL,2023-01-01 00:00:00
373472c5-391a-4619-a659-06de5432553b,CA,2023-01-01 00:00:00
3739ccea-1a74-4341-a865-e5b24e5beef8,LA,2023-01-01 00:00:00
3742e63e-49e5-458a-870f-4072d36ce5bd,SD,2023-01-01 00:00:00
374c3209-93d4-4005-90d8-0dcdcff0a002,CA,2023-01-01 00:00:00
3751cd64-81ce-44cc-8fc0-5a6a980858e2,CA,2023-01-01 00:00:00
3765978f-1c20-4da1-9d32-68637efea1d3,ND,2023-01-01 00:00:00
376a95b8-f41a-43d4-a02a-9b0948b78e2f,SC,2023-01-01 00:00:00
376eca2f-a17e-499f-8dc8-339f8fd0d6ad,NY,2023-01-01 00:00:00
37748e84-c347-41ac-9245-0342277108f2,GA,2023-01-01 00:00:00
3775f155-2d7d-45b1-a228-e61ecd0012d7,OH,2023-01-01 00:00:00
3784d840-2493-466d-a073-87519ead4d19,GA,2023-01-01 00:00:00
378942e8-796a-41dd-8ec2-c8a83bded33c,CA,2023-01-01 00:00:00
378c9306-3e2e-47ce-813b-724f19236629,TX,2023-01-01 00:00:00
379236b6-6153-444e-be45-13e93e222254,TX,2023-01-01 00:00:00
379531c4-b9d7-49b1-9831-2eb5139f63b6,OH,2023-01-01 00:00:00
3795bcba-8038-4230-9f87-a563a944a59e,CA,2023-01-01 00:00:00
3798c1de-7125-409e-b947-16033b7e7c61,GA,2023-01-01 00:00:00
37a26826-247c-45a4-a70e-c915f5ab7ad4,SC,2023-01-01 00:00:00
37b77e09-75ca-40fb-a424-8e45e6ec2b6e,FL,2023-01-01 00:00:00
37bc0875-eece-40b1-b1a5-72a57b5ff582,VA,2023-01-01 00:00:00
37c16673-af87-401f-be27-d37f1f4b65be,MN,2023-01-01 00:00:00
37c975cd-72a0-436a-a661-d9280bed07d2,SC,2023-01-01 00:00:00
37da2647-44e8-4d8f-a700-06efdf3226fa,VA,2023-01-01 00:00:00
37db38df-6edf-4a28-a231-6bef761dc3c3,MN,2023-01-01 00:00:00
37e14a6d-25b8-4792-8856-d2077fc3cffd,CA,2023-01-01 00:00:00
37e85e98-0056-4ec5-94b2-bc8fa7ab0d8b,OH,2023-01-01 00:00:00
37ef1960-d9c1-4b6e-b093-538761fa19dd,MO,2023-01-01 00:00:00
37f90a73-da6e-43f6-865f-2b4a937b3a7f,FL,2023-01-01 00:00:00
37f992fe-3999-4f4a-853a-7e30c1ccc0e8,MS,2023-01-01 00:00:00
3802228b-a7f0-42bc-8e5d-ebfb174612cd,KS,2023-01-01 00:00:00
3803daac-4be6-492a-9f6a-3c4b3ae446c4,OR,2023-01-01 00:00:00
38081493-6d7b-49ab-b9e3-9b0b1ccb7bac,AR,2023-01-01 00:00:00
380a278d-5a66-43ec-b920-97e8e191abfb,OK,2023-01-01 00:00:00
380af714-265a-464b-ba62-3eb2c6dbb8ec,CA,2023-01-01 00:00:00
381a6c5f-178f-43f9-bd6c-eb42f5ecb56a,NY,2023-01-01 00:00:00
381b1d1d-a690-482c-96b8-a8260b754689,NY,2023-01-01 00:00:00
381f4757-ca95-4757-9ec6-dac0de69ffd0,TX,2023-01-01 00:00:00
38246b62-2133-435f-bdaf-fcd5bd71fe4c,NY,2023-01-01 00:00:00
38284054-52a7-46ae-8d43-5e1eda43093c,DC,2023-01-01 00:00:00
382962f4-0d95-4a26-a338-d510d8963a89,MS,2023-01-01 00:00:00
382cd6b8-5a97-4a98-b09d-d1229ee3a1a7,GA,2023-01-01 00:00:00
382ee24e-8885-4dee-a183-7e08d2371d1a,TX,2023-01-01 00:00:00
3840000c-e8cd-4d69-ad62-28166d7df714,PA,2023-01-01 00:00:00
3843fd5d-a50c-405c-840e-fa8a9e7fa77d,CO,2023-01-01 00:00:00
3846c3a2-e791-401c-82c6-a8f123c696cb,IN,2023-01-01 00:00:00
384bac3d-24ae-4c8d-af44-a4bd67982d4a,MI,2023-01-01 00:00:00
384cbbf0-4371-4dfc-a29d-7a8d249b8154,IN,2023-01-01 00:00:00
3863ea81-0f3d-4a29-90db-ae4f0b34b13b,CA,2023-01-01 00:00:00
3866c13f-096d-4c25-9261-48f960e3e816,CA,2023-01-01 00:00:00
386b11a1-b938-453f-b5d6-de6355d58336,MA,2023-01-01 00:00:00
38745cc2-df60-468c-91cf-020d205df460,CA,2023-01-01 00:00:00
388082cc-10d2-47c4-83bc-6963b7ab0e1f,UT,2023-01-01 00:00:00
3891b07d-41d1-4e2f-a3fd-550177f1faa2,MN,2023-01-01 00:00:00
38ac4655-365f-40b1-b6b7-6f33f075e3d4,NJ,2023-01-01 00:00:00
38b0035a-b8f6-4052-affc-41367f2f5ead,FL,2023-01-01 00:00:00
38b04620-013d-4fba-8c38-196538935ceb,MT,2023-01-01 00:00:00
38b3573d-981b-44e6-8006-c9b7c5587a8c,OK,2023-01-01 00:00:00
38c05049-ec9e-422a-9c27-c2d9e1a8250e,MI,2023-01-01 00:00:00
38c0b6a5-a020-4277-8d37-248d6e6b1cdb,UT,2023-01-01 00:00:00
38cda7aa-4ef6-487d-87b7-a893567ced2b,IL,2023-01-01 00:00:00
38d64b35-17be-4167-a11f-7a1c49c8a350,WA,2023-01-01 00:00:00
38d7a44b-eb43-4b00-b850-3c2fa014e81c,IA,2023-01-01 00:00:00
38dd2aca-c0e3-4886-b885-ebbef7131f6e,FL,2023-01-01 00:00:00
38de1333-bd92-45ab-85e5-05d638121fcd,OR,2023-01-01 00:00:00
38e2c453-0320-4b9e-8140-5c3a66a37fa5,MO,2023-01-01 00:00:00
38f140ff-ee90-4d75-8236-2ff4753f7077,FL,2023-01-01 00:00:00
390ac5d6-a3c1-4809-83dd-c2bdeeb60e0f,WI,2023-01-01 00:00:00
39161186-3b3a-4350-9c0e-32b00ad13644,MI,2023-01-01 00:00:00
392913d7-2125-4bb7-b1db-955b80857466,NY,2023-01-01 00:00:00
39374029-927b-4d39-ba6f-8cce2e7ae7b9,IA,2023-01-01 00:00:00
3937c87c-1875-4d47-b70d-cc45e61736de,WV,2023-01-01 00:00:00
393ea0aa-8f5a-4921-94de-03624693df0d,NJ,2023-01-01 00:00:00
3940706f-d578-4092-975f-9728fe7d20be,IN,2023-01-01 00:00:00
3949184b-8679-43b8-b9c5-f9087e80e733,WA,2023-01-01 00:00:00
394f0999-5e99-4ea3-95c4-9d08ba3085c7,CA,2023-01-01 00:00:00
3950837c-181e-47ff-899c-5ff5874e7f17,NY,2023-01-01 00:00:00
395451ba-89ee-4d09-ba54-35e181a9cd82,OH,2023-01-01 00:00:00
39555c26-8fa3-4d85-a95d-27e9707e7c17,NY,2023-01-01 00:00:00
395b475e-18f1-400c-a2ec-540095f09278,MA,2023-01-01 00:00:00
396413ef-dedf-4b06-afbf-ed9ca81b13af,AZ,2023-01-01 00:00:00
39655522-79ac-4321-a09f-69cce86dd13e,MT,2023-01-01 00:00:00
396970b3-27b2-4570-b16e-97a2d1475e45,AZ,2023-01-01 00:00:00
396bea33-ff4b-4b73-9c15-7e1884c8d9a7,PA,2023-01-01 00:00:00
3970d408-2419-49f4-a13a-9de3199f1fcc,NJ,2023-01-01 00:00:00
39715502-c815-4587-8d19-e907261b07ac,UT,2023-01-01 00:00:00
3974364c-b041-402f-b21b-92f7c8822f74,SD,2023-01-01 00:00:00
3974f275-c7d4-4e8d-a137-28573c26f49d,GA,2023-01-01 00:00:00
397d58ed-391d-45e9-a89a-bf6090d22420,MD,2023-01-01 00:00:00
3998df36-894a-416b-b53d-6a7982e18cc9,CA,2023-01-01 00:00:00
399c6159-5303-4e79-a5b1-2aa2b60ee571,MO,2023-01-01 00:00:00
39a2fc48-1127-4517-b072-34cf0d4d9fbe,VA,2023-01-01 00:00:00
39a5a762-3f1b-4eb3-9bb2-94f7317fb1f1,CA,2023-01-01 00:00:00
39a9ca55-f47c-4622-9249-b4e008c0de16,CA,2023-01-01 00:00:00
39ad9428-6c87-4651-8528-7641ab7efff3,HI,2023-01-01 00:00:00
39c6340d-458f-4c68-8157-24fafc3a8e75,MO,2023-01-01 00:00:00
39c7b154-4f30-4c4b-8832-c22058a05198,SC,2023-01-01 00:00:00
39c938db-de08-4ada-a6c4-26c685c2025e,NJ,2023-01-01 00:00:00
39d301c8-045b-427f-a18a-254cb6982d9b,CA,2023-01-01 00:00:00
39d44f43-fc06-443c-bd8b-7dd46c004393,MA,2023-01-01 00:00:00
39d55a3b-49e8-49aa-8656-041557f10b32,NC,2023-01-01 00:00:00
39e1e82a-db5f-4094-b3b0-6e41113af020,AR,2023-01-01 00:00:00
39e9a33c-4442-4049-bc99-1d475c12e618,CA,2023-01-01 00:00:00
39ee9823-659a-4fe6-92c7-be2fbccd3db8,MA,2023-01-01 00:00:00
39f3b6eb-6155-4614-9f19-b649b6fa3dd1,NC,2023-01-01 00:00:00
39f663eb-c899-4015-8527-128fc531e619,MA,2023-01-01 00:00:00
39f80a8a-a738-4436-88e9-852edad0276c,CA,2023-01-01 00:00:00
39fc60f5-e10d-412d-ba7e-846e854dac87,TX,2023-01-01 00:00:00
3a04f43b-c811-4ad8-9492-4282ec40f032,NY,2023-01-01 00:00:00
3a1121bd-ddd8-426f-ad9e-81ff76362c00,UT,2023-01-01 00:00:00
3a11919f-23b3-40c9-adfc-5d2b8ae8cb74,IL,2023-01-01 00:00:00
3a181b4b-e684-40be-8e4e-93b897ebc5f6,NC,2023-01-01 00:00:00
3a231cda-1c4c-47c6-8584-a768061d9980,RI,2023-01-01 00:00:00
3a287c30-0303-463a-9b31-4e11a55092be,TN,2023-01-01 00:00:00
3a331ba9-af37-4198-bf53-eae569f3e7a7,IL,2023-01-01 00:00:00
3a404d0b-b23c-4451-aa2e-b77ecdb10d91,UT,2023-01-01 00:00:00
3a4781ff-8486-4221-b752-feae9e092be4,NY,2023-01-01 00:00:00
3a4bb478-24f0-4fa7-b565-a87cc0111719,OH,2023-01-01 00:00:00
3a52bd7d-1482-43aa-9249-ec8ca93f7c1f,NJ,2023-01-01 00:00:00
3a5d08cf-3829-434e-b940-745f64812ea7,NY,2023-01-01 00:00:00
3a5ff27f-fde2-4e98-960d-8f7479036018,AK,2023-01-01 00:00:00
3a70c139-a46f-4713-879b-ffa356120829,LA,2023-01-01 00:00:00
3a764e7a-61da-4987-bff1-b25d70484d18,IN,2023-01-01 00:00:00
3a7a7804-6c6f-463f-83ef-960c0db6538a,MD,2023-01-01 00:00:00
3a7ad286-05aa-4480-9860-879dd16bd74a,TX,2023-01-01 00:00:00
3a7d26ea-a613-46e5-af84-729a7fdb0a09,CA,2023-01-01 00:00:00
3a7ecbde-4833-44b3-b537-648307f76d05,NJ,2023-01-01 00:00:00
3a87e380-0aa0-4136-9bdc-fbb0ab7c54dd,NY,2023-01-01 00:00:00
3a8febaa-6e22-477a-a35d-147e44abd1b5,NJ,2023-01-01 00:00:00
3a931afa-6f30-45dd-9ee2-d11fc52b1de9,MD,2023-01-01 00:00:00
3a9d7116-c0f0-49a2-97d7-e5d1e8bb47e2,MI,2023-01-01 00:00:00
3aa50e34-6369-4abd-8467-cf31ab7942e0,MS,2023-01-01 00:00:00
3aa703ac-132d-4d0b-a842-aa09ad287abf,CT,2023-01-01 00:00:00
3aa76a43-39bd-4359-b1c7-caf493aff2a5,CA,2023-01-01 00:00:00
3aa7a17d-0aa3-4b24-80ee-354a7fea9e27,NY,2023-01-01 00:00:00
3aacef6f-0872-4cdc-aee0-23046fefbbce,PA,2023-01-01 00:00:00
3aae5e15-4e06-4cb7-9474-704a92c36b89,MI,2023-01-01 00:00:00
3aaea02b-01a5-4e71-9bf6-5221da269c9a,WV,2023-01-01 00:00:00
3aafb948-5e81-4765-b15e-8a1461d2fb26,MA,2023-01-01 00:00:00
3ab985e4-30b5-4e99-a74c-3d20ff5bb947,IN,2023-01-01 00:00:00
3abc83ff-5eba-47ba-8092-f6da46464233,KY,2023-01-01 00:00:00
3ac08ac0-4666-4515-9a0c-50f665ad7253,CA,2023-01-01 00:00:00
3ac0f1e2-dd79-4d6a-9c7c-43e79fc5b735,MI,2023-01-01 00:00:00
3ac297a7-36b4-4d68-99cb-a2942c35db9f,WI,2023-01-01 00:00:00
3ac35572-a006-4518-a62c-353ae9b204d0,SD,2023-01-01 00:00:00
3ad85a04-980d-490e-be0c-060289d7b499,FL,2023-01-01 00:00:00
3adaacd5-8dd6-4840-a60b-95a04ce5368f,AL,2023-01-01 00:00:00
3adc76a3-b6ad-4657-a6c1-72e9394b1385,CA,2023-01-01 00:00:00
3ae8ef4e-17ed-4858-96c3-9f1c5300a223,CA,2023-01-01 00:00:00
3af2477b-2adb-4964-a80b-9c391c768aac,TX,2023-01-01 00:00:00
3af3f684-18e3-40e4-8d57-361c4f751a29,GA,2023-01-01 00:00:00
3af7d889-251e-42ac-bb1e-75f45a52d0ea,KY,2023-01-01 00:00:00
3af8c584-5f1e-4b4c-915c-91df02ad91ff,VA,2023-01-01 00:00:00
3afc9e0a-f6c7-4959-973b-fb32921cad6a,NY,2023-01-01 00:00:00
3b166404-7e1c-48e9-ae4c-c0349c4aa328,CA,2023-01-01 00:00:00
3b186fc0-9bac-440d-a51c-d28e9fa70eaf,GA,2023-01-01 00:00:00
3b1ae2cc-93dc-4553-a9d5-be178f5331cd,IN,2023-01-01 00:00:00
3b21cbca-1824-406b-bd23-74f96839fd4b,MS,2023-01-01 00:00:00
3b2ee5ec-e5db-45bc-9943-da74fcd534ab,CA,2023-01-01 00:00:00
3b3dd2fb-e8ce-4789-9116-0013d31b2959,OH,2023-01-01 00:00:00
3b41ba5d-0b3a-4836-8ec5-c34de279ce43,CA,2023-01-01 00:00:00
3b47101d-22ef-4cfa-9997-ff87c58b2e50,NJ,2023-01-01 00:00:00
3b47f1b3-94e2-495a-9137-2eff97a3d476,MI,2023-01-01 00:00:00
3b4a26d3-1319-4125-a4bf-f6ecc52e539c,VA,2023-01-01 00:00:00
3b5264bf-334d-4dae-a56d-634134a3c865,MO,2023-01-01 00:00:00
3b5a35e3-0344-4096-b59a-798d64277a7e,WI,2023-01-01 00:00:00
3b60b03d-1918-4d07-a467-69d7a8caca1e,NY,2023-01-01 00:00:00
3b6d110b-dbb5-4af0-abbd-6331e85d2cce,GA,2023-01-01 00:00:00
3b79005a-f7c3-47ef-8e2a-21d98338b7e7,NJ,2023-01-01 00:00:00
3b7a209d-5177-40bc-98db-e60b6334b479,IL,2023-01-01 00:00:00
3b83edf3-8750-48b5-b0bc-dd63094e7446,NV,2023-01-01 00:00:00
3b877440-61bc-4c64-bebb-c75651b6828e,LA,2023-01-01 00:00:00
3b892284-bc12-4371-9d17-6cb53986ffca,KS,2023-01-01 00:00:00
3b8de8ac-2729-4653-bd61-2f89ff838d35,NE,2023-01-01 00:00:00
3b908b27-faea-4617-97f7-8a8e410da2b8,CA,2023-01-01 00:00:00
3b9662ab-3234-499d-b10f-a0b0afa2cfb3,MA,2023-01-01 00:00:00
3ba0fac3-89da-4e12-a6cf-f32f6cbdc436,PA,2023-01-01 00:00:00
3ba411a2-644a-416b-99da-65be75785dce,MI,2023-01-01 00:00:00
3ba5ae80-2611-4fb7-935c-66a3bf4f683c,AR,2023-01-01 00:00:00
3baaaf84-e048-49e3-8a59-cd96bf00a36c,MD,2023-01-01 00:00:00
3baef37e-f5a9-4122-9103-4f527ef34ae8,CA,2023-01-01 00:00:00
3bbf366e-241c-4fd4-9eef-ab9687c8fd00,CT,2023-01-01 00:00:00
3bd2d340-1b81-446c-ab77-e175f10bba25,MD,2023-01-01 00:00:00
3bd64fa1-9b55-4231-aeb9-ef37599d5c7e,CA,2023-01-01 00:00:00
3bda8da6-7d1b-4d91-8c3d-d89d0097bf48,NY,2023-01-01 00:00:00
3be10222-68a3-44af-a65a-9fc7411b3a37,NY,2023-01-01 00:00:00
3be2f3f8-b875-4db8-8104-d6ff7b9dd515,KY,2023-01-01 00:00:00
3be2ff01-1ad8-407f-b88e-605107086c22,TN,2023-01-01 00:00:00
3bf0409c-5a74-4e5d-840d-213827944230,IL,2023-01-01 00:00:00
3bf44373-4ad0-4e13-84f1-eafb757a5428,MS,2023-01-01 00:00:00
3bf8ccf1-0536-460f-accc-209e4fdf7bd4,IN,2023-01-01 00:00:00
3c0a5853-ff38-4826-adf9-c4996ac497d0,NM,2023-01-01 00:00:00
3c0a6bc3-228c-4738-a472-b51270bcb21c,VA,2023-01-01 00:00:00
3c0fc35b-ab6d-4c81-a5a4-3f26e2bb666b,GA,2023-01-01 00:00:00
3c155e62-7627-4218-a871-483a93dc5ba6,CA,2023-01-01 00:00:00
3c194f3d-2644-4cc3-9d17-7a90388819c0,TN,2023-01-01 00:00:00
3c22ce5a-3c6c-4e26-83ca-f023ac366c2d,NJ,2023-01-01 00:00:00
3c366c3b-426a-4959-8435-399759a92713,FL,2023-01-01 00:00:00
3c3ceac1-b8cd-4811-bd50-cd76d91ca696,IL,2023-01-01 00:00:00
3c4ad43c-e0e1-46bb-ba04-2f3a8781c08c,CA,2023-01-01 00:00:00
3c53ad4c-7001-47df-a4e4-ee3eba35ef3f,NC,2023-01-01 00:00:00
3c617e84-d1e7-4668-9f5f-1cf21e13b63c,ND,2023-01-01 00:00:00
3c6c644a-78e2-4686-a2f9-a65b9f6b63fa,IL,2023-01-01 00:00:00
3c7ae871-263b-4877-8bc5-987335f7514a,TX,2023-01-01 00:00:00
3c7f09d6-75fc-47b1-be47-4bcc6c18b24c,MA,2023-01-01 00:00:00
3c8922f0-3a87-4be0-93ee-dc27d58d41cf,PA,2023-01-01 00:00:00
3c8b6ae6-c004-4d6d-b5a1-a9cd103a640c,KS,2023-01-01 00:00:00
3c961751-d5ee-4df3-9c9b-917dbfc0959c,FL,2023-01-01 00:00:00
3c98f02c-baa9-47f5-8dc3-c95750b568a1,VT,2023-01-01 00:00:00
3c9a3db9-2213-492d-a745-7cf67fb80535,MA,2023-01-01 00:00:00
3ca6be4e-4d76-49b8-a36f-91167d7af723,MN,2023-01-01 00:00:00
3cb0ab2e-b406-4af7-a560-8948f445b56e,MA,2023-01-01 00:00:00
3cc189b6-8ce2-42fa-9462-d01dd1038951,AZ,2023-01-01 00:00:00
3cc5dfeb-9396-4a37-b740-0ec5e6cc48c3,IL,2023-01-01 00:00:00
3cc6597d-5fd7-4268-a8b4-f1350e5af1e2,WI,2023-01-01 00:00:00
3cc90ed9-6675-4838-bef7-9b4ce6e474ec,MO,2023-01-01 00:00:00
3ccb1021-8bc8-4a79-9437-e39b938b3827,DE,2023-01-01 00:00:00
3ccdef90-5cb0-4286-af28-b66b667729a0,IL,2023-01-01 00:00:00
3cce2b6b-ff05-4c7f-ad51-c8d185ff6fb7,WA,2023-01-01 00:00:00
3cd00f00-0df2-4cf2-96ce-1c7e88df0f6c,CA,2023-01-01 00:00:00
3cd06fb7-4677-4f14-a0a7-a2bbb787a04f,MS,2023-01-01 00:00:00
3ce20b74-b707-4d77-86c0-02455ff9f86e,KY,2023-01-01 00:00:00
3cec552c-2685-47cf-8c71-8267ab509306,FL,2023-01-01 00:00:00
3cf34a8a-97a3-4689-b25b-edcf153eec66,SC,2023-01-01 00:00:00
